traffic_id,hour,day_of_week,zone_type,traffic_level,avg_speed_kmph
TRF083896,14,5,industrial,medium,55.0
TRF047805,2,4,,low,65.2
TRF061388,7,0,,high,16.9
TRF076754,20,1,,high,12.1
TRF041107,4,0,,low,66.9
TRF089659,19,0,commercial,medium,45.9
TRF024073,4,4,residential,low,63.1
TRF030662,20,4,industrial,high,16.4
TRF079166,17,2,commercial,high,29.8
TRF009273,18,4,residential,high,27.2
TRF001830,11,1,commercial,high,28.9
TRF015805,16,3,industrial,medium,28.7
TRF040224,4,3,residential,high,18.6
TRF042993,7,2,,high,20.4
TRF053170,20,5,commercial,low,60.3
TRF007738,1,3,residential,low,53.0
TRF051932,18,5,industrial,high,22.5
TRF055791,23,6,industrial,low,60.8
TRF045737,9,6,commercial,high,18.6
TRF063103,22,0,residential,medium,45.8
TRF084373,22,,industrial,medium,51.0
TRF011688,16,1,,medium,51.0
TRF092706,1,1,,medium,40.7
TRF011905,10,3,,high,17.0
TRF034805,0,0,commercial,low,69.9
TRF059151,0,0,residential,low,54.6
TRF066715,20,2,commercial,high,25.2
TRF081670,20,2,industrial,medium,48.0
TRF002394,14,0,residential,medium,30.7
TRF060996,1,6,commercial,low,
TRF038704,4,0,commercial,medium,33.5
TRF079951,9,4,commercial,high,10.1
TRF089037,19,6,,high,27.0
TRF024844,16,5,commercial,medium,37.4
TRF001388,,0,industrial,high,26.9
TRF000899,8,6,industrial,high,26.9
TRF001648,6,5,residential,medium,38.7
TRF071998,16,3,residential,low,53.4
TRF014159,9,2,residential,medium,52.4
TRF003418,15,0,residential,medium,33.5
TRF009861,22,3,,low,51.1
TRF048952,17,5,commercial,medium,49.6
TRF019497,4,4,commercial,high,25.9
TRF090973,18,1,,medium,27.9
TRF094371,8,0,,low,76.0
TRF056824,19,3,commercial,low,
TRF078502,23,6,residential,low,45.3
TRF056683,11,0,commercial,medium,44.2
TRF061004,12,1,industrial,,69.7
TRF002798,8,3,residential,high,20.8
TRF081054,10,2,,medium,48.7
TRF074130,7,5,,high,10.2
TRF066356,12,0,commercial,,75.8
TRF046106,15,2,industrial,low,
TRF072370,17,5,industrial,high,21.7
TRF029691,6,6,commercial,low,60.2
TRF005273,0,2,residential,low,47.3
TRF064813,18,2,commercial,high,12.7
TRF054533,4,4,commercial,low,52.7
TRF056049,18,4,,medium,50.3
TRF035567,19,4,industrial,low,
TRF050612,16,4,,medium,25.5
TRF065870,11,2,industrial,medium,31.3
TRF043953,3,6,residential,,47.5
TRF000543,19,4,,low,66.1
TRF012286,10,6,residential,medium,34.3
TRF006902,20,2,commercial,low,60.1
TRF004728,7,0,commercial,high,20.9
TRF001833,19,6,industrial,high,14.0
TRF081373,2,0,residential,medium,52.1
TRF015661,20,0,commercial,medium,25.6
TRF094202,23,4,commercial,low,61.3
TRF086846,12,5,,medium,38.9
TRF091335,11,3,,medium,54.1
TRF064212,9,4,industrial,high,14.7
TRF002627,1,5,residential,high,22.3
TRF035458,21,2,residential,,74.1
TRF001043,8,5,,high,28.6
TRF006948,3,3,residential,,77.6
TRF052880,0,2,industrial,,50.6
TRF001172,6,0,commercial,medium,44.3
TRF045921,10,0,industrial,medium,26.9
TRF083640,21,2,commercial,low,56.8
TRF091136,20,1,,high,22.5
TRF017670,21,4,industrial,medium,38.6
TRF067642,19,5,residential,high,27.4
TRF092410,9,4,industrial,medium,31.3
TRF055430,6,4,commercial,low,79.4
TRF010135,6,0,residential,medium,26.5
TRF025952,19,5,,high,28.0
TRF001608,1,5,residential,high,18.2
TRF006493,19,4,commercial,high,17.4
TRF033968,20,1,industrial,,64.9
TRF088804,0,6,commercial,low,76.4
TRF086206,19,0,industrial,high,18.5
TRF009686,20,5,,medium,38.0
TRF083475,3,3,industrial,medium,32.7
TRF048092,11,,,low,50.3
TRF025997,4,4,,low,55.5
TRF029217,11,6,industrial,medium,38.2
TRF044420,20,5,commercial,low,66.4
TRF095481,23,0,,low,59.9
TRF067972,6,0,commercial,medium,33.8
TRF020330,16,2,commercial,high,15.4
TRF063582,3,6,residential,low,54.6
TRF093575,18,3,residential,,54.7
TRF025050,,1,commercial,high,28.6
TRF035530,14,6,commercial,medium,33.1
TRF000630,14,0,,medium,
TRF037180,5,4,,low,77.1
TRF084934,17,0,commercial,high,20.1
TRF002255,18,2,industrial,high,22.2
TRF052282,10,5,residential,low,67.3
TRF049213,16,4,commercial,medium,44.4
TRF064022,23,0,commercial,medium,53.8
TRF076794,23,0,commercial,,56.5
TRF008993,12,0,industrial,medium,32.8
TRF030201,21,2,,medium,25.2
TRF017800,4,4,residential,high,18.8
TRF068295,8,4,industrial,medium,52.6
TRF053756,15,2,residential,medium,30.1
TRF037839,8,6,commercial,high,15.3
TRF029239,5,3,industrial,low,75.0
TRF079267,23,0,industrial,low,57.6
TRF067003,5,2,commercial,medium,43.6
TRF068565,1,1,industrial,low,66.4
TRF082042,4,6,industrial,low,
TRF061390,0,2,residential,low,68.9
TRF095780,3,4,residential,medium,37.7
TRF001949,15,0,industrial,medium,40.6
TRF009506,3,2,commercial,low,74.5
TRF026803,1,0,,low,57.8
TRF035944,3,3,commercial,low,69.0
TRF059649,16,6,residential,medium,32.3
TRF022610,20,6,residential,medium,32.9
TRF078651,1,2,residential,low,70.2
TRF006338,1,3,commercial,low,66.7
TRF058597,0,2,industrial,low,54.9
TRF046451,22,6,commercial,low,61.4
TRF015018,22,5,commercial,low,67.8
TRF067244,,2,commercial,medium,48.5
TRF094537,9,1,residential,,46.2
TRF015881,23,4,commercial,medium,43.3
TRF001319,3,2,industrial,low,57.2
TRF061006,22,5,,low,51.4
TRF054314,,2,,high,17.3
TRF071258,6,2,commercial,high,20.0
TRF050167,15,3,commercial,high,26.0
TRF005338,11,4,industrial,low,73.5
TRF021463,2,3,,low,57.6
TRF038159,,1,,high,11.6
TRF005611,12,4,industrial,medium,28.2
TRF050086,13,1,commercial,high,13.8
TRF061417,9,2,commercial,high,23.5
TRF016019,22,0,industrial,low,74.0
TRF075262,21,2,residential,low,57.2
TRF037445,17,2,commercial,medium,44.0
TRF094348,13,3,commercial,medium,31.0
TRF091926,22,0,,low,
TRF084974,22,1,commercial,low,46.0
TRF028655,20,1,commercial,high,23.3
TRF032994,13,5,industrial,,55.3
TRF070719,23,5,commercial,medium,28.8
TRF026260,3,2,industrial,low,
TRF047761,15,3,,low,58.6
TRF092416,23,6,commercial,low,77.6
TRF053333,20,1,industrial,high,14.4
TRF059244,3,1,industrial,low,56.6
TRF016116,4,2,industrial,medium,40.0
TRF052662,8,5,residential,low,68.7
TRF027501,18,2,industrial,high,13.0
TRF070251,12,4,commercial,high,19.9
TRF002250,3,6,industrial,low,54.6
TRF012954,17,3,residential,low,64.5
TRF027603,5,4,commercial,low,55.3
TRF016186,8,0,,high,15.1
TRF042714,18,2,commercial,low,46.4
TRF033057,7,0,,,45.4
TRF091250,1,3,commercial,low,76.4
TRF049657,15,3,residential,medium,37.7
TRF059441,12,2,,medium,34.4
TRF086252,7,1,,medium,45.0
TRF076793,3,6,commercial,low,70.7
TRF004026,5,4,,low,77.4
TRF047131,20,0,residential,low,49.1
TRF025114,16,3,,medium,51.7
TRF016886,16,0,commercial,medium,43.8
TRF007943,21,2,,low,75.5
TRF063059,23,1,industrial,low,77.5
TRF034329,9,4,industrial,high,27.0
TRF046239,,4,,high,24.5
TRF094172,17,2,industrial,high,26.8
TRF061087,8,0,commercial,high,24.5
TRF031414,0,0,industrial,low,73.3
TRF005561,16,4,residential,medium,43.6
TRF019418,5,6,,low,62.2
TRF063022,7,4,,high,12.1
TRF076271,3,4,industrial,low,51.6
TRF035268,12,,commercial,medium,47.9
TRF055295,16,1,residential,low,64.5
TRF044177,7,3,residential,low,55.5
TRF091654,16,0,commercial,medium,33.7
TRF044207,23,3,commercial,low,51.8
TRF033936,8,2,residential,high,27.1
TRF067408,2,4,,low,78.9
TRF014944,4,3,residential,medium,54.8
TRF076067,2,6,commercial,low,74.8
TRF065739,0,2,,medium,29.0
TRF042844,22,0,,low,64.5
TRF010445,7,2,residential,high,26.0
TRF003295,22,3,residential,low,58.8
TRF076706,2,1,commercial,low,54.0
TRF055116,2,5,commercial,medium,27.8
TRF073468,0,5,commercial,low,72.0
TRF037578,13,0,industrial,medium,
TRF002408,5,6,residential,low,64.8
TRF059956,0,0,,low,71.5
TRF091975,23,2,commercial,low,51.8
TRF093052,1,5,commercial,,48.5
TRF036221,1,1,industrial,low,54.5
TRF045803,1,2,industrial,medium,28.9
TRF000578,,5,residential,high,14.6
TRF016999,14,5,industrial,medium,31.9
TRF037882,20,6,residential,medium,35.0
TRF016349,0,4,industrial,low,74.8
TRF086727,7,0,commercial,high,16.2
TRF016517,18,,industrial,high,23.4
TRF079689,9,1,commercial,medium,27.6
TRF047573,6,3,,medium,26.5
TRF036484,19,3,commercial,,61.8
TRF026933,17,4,commercial,high,
TRF029964,7,0,residential,high,20.5
TRF008463,5,6,industrial,low,61.3
TRF038962,2,6,industrial,medium,32.6
TRF007243,6,4,commercial,low,56.6
TRF076767,15,0,industrial,low,51.0
TRF094141,17,5,residential,high,17.8
TRF090768,17,6,industrial,high,24.0
TRF033038,11,2,industrial,low,77.6
TRF061284,18,5,residential,high,11.0
TRF005224,9,2,,high,25.5
TRF086062,15,5,commercial,medium,32.7
TRF063333,3,4,industrial,low,66.7
TRF078443,1,5,residential,low,59.8
TRF079599,16,2,residential,medium,25.9
TRF073432,23,4,industrial,,58.2
TRF001243,13,4,commercial,high,22.5
TRF089757,18,6,industrial,high,16.6
TRF063478,5,0,commercial,low,46.0
TRF082260,10,2,commercial,low,52.0
TRF042929,10,5,,high,22.5
TRF076750,14,4,industrial,medium,36.4
TRF072571,3,6,industrial,low,54.7
TRF039623,8,0,commercial,high,23.7
TRF052998,1,0,industrial,low,77.8
TRF013011,0,4,commercial,high,17.0
TRF081233,2,5,residential,low,46.0
TRF004681,7,2,industrial,high,28.7
TRF043323,7,4,industrial,medium,40.1
TRF027642,10,,commercial,low,66.4
TRF069347,6,5,industrial,medium,46.7
TRF002681,1,1,,low,45.7
TRF060562,8,6,industrial,high,14.8
TRF009037,13,6,commercial,medium,37.0
TRF076353,17,6,commercial,medium,38.6
TRF049120,11,1,residential,medium,26.6
TRF059136,4,4,industrial,low,47.4
TRF021835,14,4,commercial,high,24.5
TRF022243,21,3,commercial,,45.1
TRF014109,13,6,residential,medium,33.5
TRF070319,23,6,industrial,low,49.4
TRF057653,5,3,commercial,low,72.9
TRF043410,3,0,commercial,medium,26.1
TRF072944,6,6,residential,medium,45.2
TRF000972,2,6,industrial,low,75.0
TRF009620,0,5,residential,low,54.1
TRF019096,12,5,commercial,high,29.9
TRF075358,6,0,,low,48.7
TRF088449,18,0,commercial,high,18.7
TRF009381,14,1,,high,15.2
TRF077385,18,4,residential,medium,48.8
TRF095079,23,5,industrial,low,58.3
TRF080310,5,1,,low,67.3
TRF033033,16,3,,medium,45.0
TRF003090,1,5,industrial,low,77.8
TRF013661,13,2,industrial,low,58.5
TRF050452,21,3,industrial,low,74.7
TRF035128,13,6,residential,medium,50.2
TRF013586,21,,,low,
TRF026620,2,3,residential,low,75.9
TRF019186,3,2,commercial,medium,37.3
TRF030870,3,3,industrial,high,28.3
TRF040942,0,2,industrial,high,26.7
TRF090406,22,6,,low,65.1
TRF049132,21,5,industrial,low,47.4
TRF029972,9,1,industrial,high,22.6
TRF095309,12,5,commercial,medium,
TRF015558,8,2,industrial,high,15.0
TRF027718,2,5,industrial,low,60.4
TRF064698,4,1,commercial,medium,37.0
TRF084899,13,4,commercial,low,53.6
TRF094384,19,2,,high,
TRF083123,23,6,residential,medium,42.8
TRF001322,12,4,industrial,medium,47.7
TRF034402,3,5,industrial,low,
TRF008791,12,0,commercial,low,47.6
TRF063241,3,0,,low,70.5
TRF085622,15,5,industrial,medium,26.9
TRF079861,12,4,residential,medium,45.1
TRF055815,17,6,,medium,32.8
TRF085923,17,4,residential,high,13.4
TRF043620,,0,industrial,high,28.6
TRF079540,4,5,industrial,low,52.4
TRF045317,10,6,commercial,medium,39.8
TRF086748,15,2,commercial,high,21.2
TRF012919,15,3,industrial,medium,55.0
TRF076790,12,5,industrial,medium,35.6
TRF049283,19,5,industrial,low,72.8
TRF057019,6,4,commercial,medium,47.3
TRF057681,9,3,industrial,high,24.4
TRF046158,19,4,industrial,,71.2
TRF003237,16,4,,high,27.4
TRF042225,18,5,industrial,high,27.7
TRF075633,15,2,residential,medium,37.3
TRF061117,12,0,,low,77.2
TRF054474,18,5,,medium,44.5
TRF011946,2,0,commercial,low,57.6
TRF003345,2,2,industrial,low,60.3
TRF047733,8,4,,high,25.2
TRF037293,4,0,commercial,low,60.0
TRF004409,1,0,,low,49.6
TRF002256,2,6,industrial,low,54.0
TRF022183,3,3,residential,low,53.5
TRF003434,22,0,,low,73.7
TRF075601,11,6,industrial,high,15.9
TRF029877,8,5,,medium,47.6
TRF002696,17,3,commercial,high,11.2
TRF067053,14,5,,low,47.0
TRF007395,,1,commercial,high,27.8
TRF020741,16,0,,medium,37.1
TRF006984,21,6,residential,low,58.9
TRF046883,15,6,industrial,low,53.6
TRF040670,1,0,industrial,low,54.4
TRF081699,22,0,,low,75.3
TRF015789,8,2,,high,18.0
TRF064606,8,5,residential,high,26.6
TRF065505,23,5,industrial,medium,26.4
TRF093071,4,1,industrial,low,79.7
TRF062527,13,6,commercial,low,61.4
TRF086319,22,5,commercial,medium,50.9
TRF044498,3,1,industrial,low,51.3
TRF042523,6,4,commercial,medium,46.3
TRF066828,2,4,residential,,73.5
TRF005256,16,6,residential,low,64.0
TRF074552,10,3,,medium,40.3
TRF007210,10,2,,,77.9
TRF077564,5,0,,low,62.0
TRF001693,5,1,residential,high,25.4
TRF003531,22,1,,medium,41.7
TRF085448,9,1,residential,medium,26.6
TRF004187,5,3,residential,low,69.9
TRF089579,9,4,industrial,high,24.3
TRF012471,14,5,commercial,medium,34.7
TRF008840,,4,commercial,high,21.3
TRF042168,5,2,,low,76.3
TRF091620,4,0,industrial,low,79.0
TRF004659,,1,commercial,high,23.0
TRF054603,14,2,,high,21.9
TRF023353,12,3,,medium,32.3
TRF039947,9,1,residential,high,21.1
TRF058729,8,6,commercial,high,10.3
TRF095529,7,4,residential,high,10.2
TRF003140,3,2,residential,,72.8
TRF085215,1,6,industrial,low,51.8
TRF001333,5,0,commercial,low,67.9
TRF059217,19,5,industrial,high,27.5
TRF085274,7,3,commercial,high,27.9
TRF019897,18,5,industrial,high,26.8
TRF093517,17,1,residential,high,29.7
TRF017813,8,2,residential,,75.8
TRF080992,3,4,residential,low,71.3
TRF025575,8,6,,high,14.1
TRF079197,,4,industrial,medium,31.0
TRF077310,14,1,industrial,low,71.7
TRF025593,0,4,,medium,30.0
TRF053727,23,3,residential,medium,36.8
TRF069199,7,1,residential,high,29.0
TRF045539,7,2,industrial,high,17.8
TRF093489,21,2,,low,75.4
TRF005490,7,1,residential,high,22.7
TRF042172,13,3,,medium,40.5
TRF016732,13,4,residential,medium,25.1
TRF075766,2,5,industrial,low,52.9
TRF000576,20,5,industrial,medium,49.6
TRF020187,,,commercial,low,66.4
TRF015962,8,6,,medium,43.3
TRF075306,9,2,industrial,medium,52.9
TRF041337,9,5,commercial,high,21.9
TRF069379,10,0,,medium,44.9
TRF078459,7,3,residential,low,61.7
TRF053400,13,0,industrial,medium,48.9
TRF092829,21,0,residential,low,58.2
TRF038676,15,2,industrial,medium,37.1
TRF065654,7,6,commercial,high,19.7
TRF065983,17,2,,high,22.2
TRF051525,6,6,commercial,high,24.1
TRF086887,9,0,residential,high,20.3
TRF027938,4,5,,low,63.0
TRF031775,11,0,commercial,medium,36.6
TRF008002,20,5,residential,high,27.3
TRF033263,3,5,industrial,low,69.9
TRF022400,23,0,residential,low,75.2
TRF048429,3,3,,low,66.2
TRF032502,10,4,commercial,high,28.3
TRF069552,17,5,residential,high,28.1
TRF011781,12,6,residential,low,71.1
TRF040815,6,4,,low,45.6
TRF073603,13,5,commercial,medium,40.1
TRF068123,7,0,commercial,medium,30.7
TRF003721,20,2,,medium,28.1
TRF011769,10,6,commercial,medium,26.8
TRF015468,20,0,residential,high,28.0
TRF067114,16,5,industrial,medium,44.3
TRF073450,19,1,commercial,high,17.8
TRF005333,21,4,,medium,28.6
TRF046458,21,,commercial,low,55.0
TRF023940,22,5,commercial,low,74.6
TRF026545,6,4,residential,high,11.1
TRF021105,15,5,commercial,medium,35.7
TRF004526,3,4,commercial,low,58.5
TRF093873,15,0,commercial,low,52.8
TRF066622,13,1,,medium,34.8
TRF085753,15,2,industrial,medium,47.3
TRF013117,8,1,residential,low,50.7
TRF026228,21,5,residential,medium,25.5
TRF070484,1,3,commercial,low,58.3
TRF038634,1,4,residential,low,56.0
TRF053927,9,6,industrial,high,28.4
TRF015547,18,3,,high,
TRF076802,20,4,commercial,medium,35.0
TRF000654,11,1,commercial,low,60.6
TRF072476,7,,industrial,high,17.7
TRF018061,17,4,commercial,high,17.7
TRF091397,19,3,,medium,46.9
TRF006548,8,3,residential,medium,30.1
TRF074597,6,2,industrial,medium,34.4
TRF058981,2,5,industrial,low,54.0
TRF005095,20,5,,low,68.1
TRF015730,5,5,industrial,low,67.7
TRF005307,,2,,,63.4
TRF072632,14,5,,medium,36.5
TRF003685,7,2,commercial,high,29.4
TRF087871,6,5,residential,low,53.9
TRF086543,19,3,commercial,,77.3
TRF026298,13,5,industrial,low,76.4
TRF000702,8,5,industrial,high,22.0
TRF007977,6,1,industrial,high,26.9
TRF011542,18,5,commercial,high,10.3
TRF055652,9,1,,high,18.0
TRF022485,13,1,industrial,low,45.0
TRF050529,21,6,commercial,low,73.0
TRF032706,6,4,industrial,low,46.1
TRF034697,1,2,industrial,low,76.6
TRF077818,4,0,industrial,medium,31.6
TRF051287,6,2,residential,medium,40.4
TRF055972,22,4,industrial,low,66.8
TRF082235,3,2,commercial,low,66.8
TRF060948,0,0,,low,68.2
TRF090435,9,1,industrial,medium,42.1
TRF053039,14,2,commercial,medium,32.7
TRF087489,1,3,commercial,low,48.3
TRF005614,13,4,commercial,medium,35.0
TRF083909,14,2,commercial,medium,43.2
TRF087491,18,2,industrial,high,
TRF010139,1,0,industrial,medium,27.4
TRF004054,23,1,commercial,low,74.8
TRF088960,6,3,industrial,low,72.7
TRF088959,,3,,high,22.8
TRF090140,13,5,residential,medium,33.5
TRF032075,18,2,commercial,low,77.9
TRF065041,4,6,residential,low,52.7
TRF091272,7,1,residential,high,12.9
TRF035356,9,4,,medium,34.7
TRF094068,1,4,residential,,64.1
TRF034431,20,3,,high,25.2
TRF079404,23,6,commercial,low,67.0
TRF091288,16,2,industrial,high,22.7
TRF085352,3,6,residential,low,57.6
TRF054138,12,3,residential,medium,52.8
TRF088404,17,1,industrial,medium,50.1
TRF076025,3,4,commercial,low,68.5
TRF006094,8,6,commercial,high,19.1
TRF093540,19,5,residential,high,21.9
TRF006625,10,3,commercial,high,26.7
TRF020442,17,5,commercial,high,12.3
TRF075100,16,0,industrial,high,11.0
TRF037223,12,5,residential,medium,35.4
TRF019493,2,3,industrial,low,68.1
TRF082291,15,4,,medium,45.7
TRF026293,21,4,commercial,low,49.9
TRF021297,17,6,industrial,high,24.0
TRF036717,3,0,commercial,low,64.7
TRF062888,21,3,industrial,,53.3
TRF090896,1,6,industrial,high,23.4
TRF059077,2,,commercial,medium,31.6
TRF078272,6,0,residential,high,22.0
TRF005155,0,0,commercial,low,72.8
TRF053366,12,5,residential,low,47.6
TRF088989,15,3,residential,medium,30.3
TRF003566,20,4,residential,medium,47.0
TRF085690,8,3,industrial,medium,45.9
TRF083828,14,6,residential,medium,36.1
TRF061972,8,2,commercial,high,17.1
TRF042710,3,4,commercial,low,53.9
TRF011363,13,,,low,59.9
TRF005021,11,0,residential,low,58.9
TRF082339,22,5,,low,78.3
TRF002304,21,2,residential,low,57.6
TRF013659,15,0,commercial,high,24.8
TRF095272,2,5,commercial,low,60.0
TRF054686,8,6,residential,high,21.2
TRF058961,4,0,commercial,low,73.2
TRF069061,15,1,commercial,low,59.4
TRF027876,19,0,,low,77.9
TRF093359,20,4,industrial,high,24.0
TRF017583,12,6,commercial,medium,26.6
TRF008874,2,2,,low,49.6
TRF024286,15,0,residential,medium,36.6
TRF075564,19,0,residential,high,19.5
TRF000522,22,6,industrial,medium,51.8
TRF006144,12,2,commercial,low,68.1
TRF045359,20,0,,low,68.1
TRF010772,17,0,industrial,high,21.7
TRF031174,6,6,industrial,medium,28.7
TRF050863,18,1,commercial,high,15.5
TRF020883,11,5,industrial,low,61.0
TRF034688,21,0,industrial,medium,33.8
TRF060616,13,2,industrial,medium,38.1
TRF047089,14,5,industrial,medium,33.5
TRF057785,22,1,industrial,medium,31.7
TRF073572,6,1,,low,66.5
TRF089243,19,0,commercial,medium,32.0
TRF068432,6,5,industrial,high,17.6
TRF043824,17,2,,medium,25.1
TRF084235,2,4,,low,45.6
TRF051277,1,5,industrial,low,49.1
TRF030919,3,0,residential,low,63.7
TRF048754,4,0,commercial,low,62.7
TRF056379,10,1,industrial,high,10.2
TRF055002,5,1,industrial,low,76.5
TRF043664,16,2,residential,low,53.3
TRF029732,13,4,commercial,low,55.8
TRF018749,4,3,,low,71.0
TRF044666,13,4,residential,low,58.5
TRF009661,13,6,commercial,low,47.4
TRF047592,8,4,residential,high,25.1
TRF009818,23,1,residential,low,60.9
TRF003537,8,3,commercial,high,13.3
TRF002423,20,,,low,78.4
TRF092949,1,3,residential,low,59.5
TRF092813,7,3,industrial,high,16.0
TRF060512,20,6,commercial,high,25.8
TRF094930,22,4,commercial,low,71.3
TRF025565,23,0,industrial,low,77.3
TRF076804,12,4,residential,high,27.8
TRF054628,15,0,,medium,40.6
TRF050503,15,5,,medium,54.4
TRF043015,10,2,commercial,high,10.6
TRF041885,3,2,,,71.6
TRF060363,0,2,,low,64.4
TRF080252,21,4,,low,56.5
TRF027574,8,4,commercial,high,17.7
TRF076597,17,0,commercial,medium,30.0
TRF058034,12,1,residential,medium,
TRF000725,4,3,commercial,low,59.5
TRF054418,21,6,residential,low,70.4
TRF031843,18,4,industrial,high,10.6
TRF079881,22,2,,medium,34.9
TRF035568,6,1,industrial,high,16.2
TRF071547,11,4,residential,medium,46.1
TRF087525,15,0,commercial,low,45.7
TRF038118,13,0,residential,low,62.6
TRF075143,13,1,commercial,low,76.8
TRF014786,1,1,industrial,low,70.2
TRF022838,17,0,residential,high,16.8
TRF050038,12,5,commercial,medium,38.8
TRF038236,0,,,low,49.3
TRF024569,6,2,industrial,high,14.0
TRF032200,10,2,,medium,30.2
TRF085286,4,0,residential,low,46.2
TRF019237,20,0,commercial,low,69.2
TRF006013,16,,commercial,high,27.0
TRF068411,2,4,industrial,low,70.0
TRF025818,6,0,commercial,medium,38.4
TRF068796,0,3,residential,low,61.9
TRF019644,9,5,commercial,low,50.2
TRF084521,23,6,,low,
TRF052632,8,5,industrial,medium,41.5
TRF063416,3,6,industrial,medium,28.6
TRF006267,11,4,,high,11.0
TRF044109,0,0,,low,65.1
TRF042798,22,5,commercial,medium,45.8
TRF089034,14,1,,medium,47.9
TRF024737,6,5,industrial,medium,29.1
TRF050546,5,0,residential,low,61.9
TRF094103,5,6,,,76.9
TRF037474,16,2,commercial,medium,45.2
TRF000399,15,4,commercial,medium,37.9
TRF055529,22,6,industrial,low,76.7
TRF056540,9,5,residential,high,16.7
TRF046673,17,6,residential,high,25.6
TRF036527,0,,industrial,low,72.1
TRF010263,0,3,commercial,low,72.2
TRF059425,4,0,residential,high,12.2
TRF059507,9,2,industrial,high,12.0
TRF090860,22,6,commercial,medium,44.9
TRF057744,8,3,commercial,low,61.6
TRF051727,0,5,commercial,low,72.6
TRF031729,4,2,industrial,low,
TRF066824,3,3,residential,medium,52.0
